숙소명,시군구명,숙소설명
펜션포유,인제군,"펜션포유는 산 좋고 물 맑은 인제 내린천에 있는 휴양림 속의 유럽형 펜션이다. 펜션 바로 앞에는 1급수의 계곡물이 흐르고 있고, 사방 수려한 소나무 숲과 신선한 공기는 저절로 기분이 좋아지게 만든다.<br>"
하이원 그랜드 호텔카지노,정선군,"하이원 그랜드 호텔 컨벤션타워 (구.컨벤션호텔)는 회의, 공연, 이벤트를 위한 공간을 갖춘 컨벤션 전문 호텔입니다. 고한·사북 공용 버스터미널과 사북역에서 차로 약 10분 거리에 있으며, 주변 명소인 강원랜드 카지노와 하이원 워터월드까지는 도보로 약 10분이면 가실 수 있습니다. 호텔에는 사우나, 스파, 피트니스센터, 연회장이 갖춰져 있습니다. 최상층에 위치한 스카이 라운지에서는 식사와 음료를 즐기실 수 있습니다."
하이원 팰리스호텔,정선군,"매력적인 정선군 고한읍으로 떠나 하이원 팰리스 호텔&CC의 고요한 분위기에 흠뻑 빠져보세요. 숨막히는 산과 고요한 계곡 속에 자리잡은 숨은 보석은 평화와 자연을 찾는 두 여행자에게 특별한 휴양지를 선사합니다. 카지노, 실내 수영장, 스팀룸 등 휴식과 즐거움을 만끽할 수 있는 고급 편의 시설을 만나보세요. 현대적인 객실은 에어컨, 무료 Wi-Fi, 고급 세면도구를 갖추고 있어 최고의 편안함을 제공합니다. 주변 지역의 스릴 넘치는 모험을 즐겨보세요. 하이원 팰리스 호텔 & CC에서 한국의 숨은 보석의 매력을 경험해 보세요. ["
퍼시먼 관광호텔,정선군,"정선에서 산에 위치한 퍼시먼 관광호텔에 머무실 경우 차로 15분 정도 이동하면 강원랜드 카지노 및 하이원리조트에 가실 수 있습니다. 이 호텔에서 민둥산까지는 8.3km 떨어져 있으며, 9.2km 거리에는 하이원 스키도 있습니다.

시설 내에서 무료 셀프 주차 이용이 가능합니다.

평면 TV 시청이 가능한 50개 객실이 마련되어 있습니다. 무료 무선 인터넷을 이용하실 수 있습니다. 욕실에는 샤워 및 슬리퍼도 마련되어 있습니다."
골든메이플관광호텔,정선군,"메이플 관광호텔은 숨막히는 산의 경치와 풍부한 한국 문화 유산으로 둘러싸인 정선군의 고요한 남면에 자리한 평화로운 휴양지입니다. 휴식을 원하는 두 여행자에게 이상적이며, 에어컨이 완비된 객실과 무료 WiFi를 제공하며, 일부 숙소에서는 매혹적인 산의 전망을 즐길 수 있습니다. 24시간 프런트 데스크와 매일 하우스키핑 서비스를 통해 깨끗하고 편안한 환경에서 걱정 없는 숙박을 보장합니다. 자연을 탐험하거나 실내에서 휴식을 취하든, 이 호텔은 매력적이고 상쾌한 경험을 약속합니다"
엘스관광호텔,정선군,"엘스관광호텔은 대한민국 정선에 위치한 매력적인 2.5성급 호텔입니다. 이 호텔은 46개의 객실을 보유하고 있으며, 2008년에 건립되었습니다. 고객들은 오후 3시부터 체크인을 할 수 있으며, 퇴실은 정오 12시까지 가능합니다. 이 호텔은 3세부터 13세까지의 어린이들이 무료로 숙박할 수 있는 정책을 가지고 있습니다. 엘스관광호텔은 편안한 숙박과 아름다운 경치를 제공하여 고객들에게 편안하고 즐거운 여행을 선사합니다. 호텔 내부는 현대적이고 세련된 디자인으로 꾸며져 있으며, 친절하고 전문적인 스태프들이 항상 고객들의 편의를 위해 노력하고 있습니다. 이 호텔은 정선 여행객들에게 최적의 선택지입니다. 엘스관광호텔에서의 숙박은 고객들에게 편안하고 즐거운 경험을 선사할 것입니다."
하이원리조트,정선군,"하이원 그랜드 호텔 - <5성급:인증> - 하이원 그랜드 호텔은 정선에 자리해 있으며 사계절 내내 다양한 레포츠 활동을 즐길 수 있는 곳입니다. 고한·사북 공용 버스터미널과 사북역에서 차로 약 10분 거리에 있으며, 주변 명소인 강원랜드 카지노와 하이원 워터월드까지는 도보로 약 10분이면 가실 수 있습니다. 호텔에는 수영장, 스파, 유아 놀이방, 무료 인터넷 존 등 다양한 부대 시설이 갖춰져 있습니다. 각 콘도 단지에 한식부터 중식, 양식까지 제공하는 여러 종류의 레스토랑과 카페가 마련되어있습니다"
메이힐스리조트,정선군,"4계절의 다양한 아름다움을 만끽할 수 있는 천혜의 자연과 관광 명소로 둘러 쌓여있는 정선 메이힐스 리조트 내국인 출입이 가능한 국내 유일의 강원랜드 카지노와 유럽풍 계곡형 스키장이 있어 짜릿하고 여유로운 스키를 즐길 수 있고, 국내 최고 해발 1,100m의 청정 고원지대에 위치한 하이원 골프장은 한여름에도 언제나 쾌적한 라운딩을 즐길 수 있습니다. 그 아름다움 위에 또 하나의 자연을 그려 넣은 정선 메이힐스 리조트는 인간의 생체 리듬을 가장 이상적인 상태로 만들어주는 해발 700m 청정 골짜기에 위치해 있습니다. 봄, 여름, 가을, 겨울 365일 언제나 즐길 수 있는 레저, 스포츠, 엔터테인먼트 등 다양한 컨테츠를 제공하며 고급스러운 외관과 첨단 시설을 갖춘 High-end 지향의 고품격 종합 리조트입니다.정선에서 산에 위치한 메이힐스 리조트의 경우 차로 1분 거리에는 하이원 스키, 6분 거리에는 강원랜드 카지노 등이 있습니다. 이 골프 테마의 호텔에서 하이원 컨트리클럽까지는 7.5km 떨어져 있으며, 11.6km 거리에는 만항재 고개도 있습니다.

야외 테니스 코트, 사우나, 피트니스 시설 등의 다양한 레크리에이션 시설을 즐기실 수 있습니다. 이 호텔에는 무료 무선 인터넷, 콘시어지 서비스 및 스키 보관 시설도 편의 시설/서비스로 마련되어 있습니다. 무료 스키 셔틀을 타면 스키장으로 단숨에 가실 수 있습니다.

메이힐스 리조트의 숙박 고객을 위해 서비스를 제공하는 식료품점/편의점에서는 간단한 식사가 가능합니다.

대표적인 편의 시설과 서비스로는 비즈니스 센터, 24시간 운영되는 프런트 데스크, 짐 보관 등이 있습니다. 이 호텔에는 행사를 위한 6개의 회의실이 마련되어 있습니다. 시설 내에서 무료 셀프 주차 이용이 가능합니다."
하이캐슬리조트,정선군,"정선에 위치한 하이캐슬리조트의 경우 차로 2분 거리에 강원랜드 카지노, 7분 거리에 하이원리조트 등이 있습니다. 이 스키 호텔에서 하이원 스키까지는 4.1km 떨어져 있으며, 9.8km 거리에는 하이원 컨트리클럽도 있습니다.
스키장에서 신나는 하루를 보내고 나면 노래방 등의 다른 레크리에이션 시설에서 즐거운 시간을 보내셔도 좋습니다. 이 호텔에는 무료 무선 인터넷 및 연회장도 마련되어 있습니다.
하이캐슬리조트의 숙박 고객을 위해 서비스를 제공하는 레스토랑에서 맛있는 식사를 즐겨보세요. 식료품점/편의점도 있어 편리하게 이용하실 수 있습니다. 아침 식사(현지식)를 매일 07:30 ~ 09:30에 유료로 이용하실 수 있습니다.
대표적인 편의 시설과 서비스로는 무료 유선 인터넷, 간편 체크인, ATM/은행 서비스 등이 있습니다. 이 호텔에는 행사를 위한 3개의 회의실이 마련되어 있습니다. 시설 내에서 무료 셀프 주차 이용이 가능합니다.
339개의 각각 다른 스타일의 인테리어에는 주방도 갖추어져 있어 편하게 머무실 수 있습니다. 유선 및 무선 인터넷이 무료로 제공되며 케이블 채널 프로그램 시청이 가능한 평면 TV가 구비되어 있어 지루하지 않게 시간을 보내실 수 있습니다. 편의 시설/서비스로는 전화 외에 냉장고 및 밥솥도 있습니다."
파크로쉬 리조트,정선군,"프랑스어로 바위를 뜻하는 이름을 가진 파크로쉬 리조트 & 웰니스는 청정 자연 속에서의 힐링을 추구하는 리조트입니다. 리조트 주변 관광지로는 정선레일바이크가 차로 약 30분, 오대산 월정사가 약 50분, 용평리조트 스키장이 약 55분 거리에 있습니다. 리조트는 강릉역에서 차로 약 70분, 양양국제공항에서 약 80분이 소요됩니다.

리조트에는 요가와 필라테스, 체형측정 등을 할 수 있는 공간과 라이브러리, 피트니스 센터, 실내 및 실외 스파, 사우나, 자쿠지 등 다양한 시설이 갖춰져 있으며, 음악 감상 및 웰니스 쿠킹 수업 등 여러 프로그램 또한 제공됩니다.

리조트의 객실은 일반 객실 및 스위트로 이루어져 있습니다. 각 객실에는 에어컨, TV, 냉장고, 블루투스 스피커 등이 기본적으로 구비되어 있습니다. 욕실에는 헤어드라이어, 샤워기, 타월, 욕실용품이 구비되어 있으며 객실 유형에 따라 욕조 또한 마련되어 있습니다.

리조트의 다이닝 시설로는 현대적 한식과 바베큐 메뉴를 제공하는 레스토랑 파크키친, 지중해식 요리와 음료를 드실 수 있는 로쉬카페, 그리고 여러 주류와 스낵 메뉴를 즐기실 수 있는 바가 있습니다."
강이흐르는마을 펜션,정선군,"정선 강이흐르는마을 펜션은 강원도 정선군을 흐르는 동강의 상류인 조양강변에 위치한 펜션으로, 객실에서 조양강의 아름다운 풍경을 감상할 수 있다. 2019년에 신축된 펜션으로  깔끔하고 현대적인 인테리어로 꾸며져 있다. 객실은 총 9개로, 1~2인실, 3인실, 4인실, 5인실, 6인실 등 다양한 크기와 타입으로 구성되어 있다. 객실에서 조양강의 아름다운 풍경을 감상할 수 있으며, 펜션 내에는 전망 좋은 테라스도 마련되어 있다. 펜션에는 조양강을 따라 산책로가 조성되어 있어, 산책을 즐기며 자연을 만끽할 수 있다. 편안한 쉼터, 찜질방과 바베큐장이 마련되어 있어 가족, 친구들과 깨끗한 자연 속에서 즐거운 시간을 가질 수 있다. 또한 너른 잔디밭 공터가 있어 단체팀들이 족구와 축구 등 다양한 스포츠게임을 즐길 수 있다. 
주변에는 다양한 볼거리 즐길거리들이 있다. 화암동굴, 정선오일장 등 정선의 관광지를 둘러볼 수 있고, 래프팅, 레일바이크, 동강 낚시 등과 같은 정선의 아름다운 자연을 즐길 수 있는 다양한 레저스포츠도 많다."
아미띠에펜션,정선군,"아미띠에펜션은 강원랜드 내국인 출입 카지노 10분 거리에 위치한 캐나다식 목구조 전원주택으로 산새소리 들리고 솔향기 그윽한 깨끗하고 자연이 살아 숨 쉬는 공간이다. 바비큐 그릴이 항상 준비되어 있기 때문에 언제든지 맛있는 바비큐 요리를 즐길 수 있으며 단풍이 아름다운 한가로운 조깅, 산책로, 모기가 없는 시원함을 느낄 수 있다. 하늘바람은 사계절 각각 멋진 풍경을 만끽할 수 있는데, 특히나 눈이 많이 내리는 겨울 풍경이 멋지다."
스타호텔,정선군,"스타호텔은 강원랜드에서 가장 가까운 호텔로서, 최고의 인테리어와 넓은 주차장을 보유하고 있어 여행객들에게 편리함을 가져다준다. 가족, 연인, 친구들과의 게임을 하면서 편안한 휴식을 즐길 수 있으며, 전 객실에 비치된 인터넷 PC와 대형 PDP TV 등으로 내 집처럼 편안하면서 저렴한 가격으로 이용할 수 있다. 부대시설로는 레스토랑이 갖춰져 있으며 다른 호텔에서 즐길 수 없는 즐거움을 만끽할 수 있다. 
또한 생일, 기념일 등 여행객들에게 최고의 서비스로 다가가며, 축하 라이브 공연도 관람할 수 있다."
흙과소나무,정선군,"강원도의 시원한 산세를 감상하는 것은 물론 깨끗한 공기 덕에 휴양까지 즐길 수 있는 곳이다. 목구조에 파스텔톤으로 자연스러운 멋을 살려 주변 자연과 어울릴 뿐 아니라 친구, 연인, 가족과 함께 쉴 수 있는 곳이다. 펜션 앞마당에는 바비큐 시설이 따로 마련되어 있어 야외 식사를 할 수 있고 펜션 정면과 배면에 나란히 설치한 테크와 목조 계단은 탁 트인 주변의 경치를 감상할 수 있다."
정선황토펜션,정선군,"정선 황토펜션은 병방산군립공원 입구에 자리하고 동강과 읍내가 한눈에 들어와서 전망 좋다. 반려견 동반이 가능하며, 황토 주택이라 쾌적한 객실 공기가 최고다."
코코펜션(구 백가지 나무이야기),정선군,"정선군 사북읍에 위치한 코코펜션은 조용하며 인테리어 시설은 고급으로 되었고 청결한 업소이다. 주변에 스키장, 카지노, 등산코스 등이 있다."
갤럭시 모텔,정선군,"갤럭시 모텔에서는 화암 동굴, 정선 5일장 외 정선 카지노, 정선 스키장에서 도시의 스트레스를 날려버리고, 즐거운 삶과 편안한 휴식을 위한 공간을 저렴한 가격에 최상의 서비스로 제공받을 수 있다."
상유재,정선군,"상유재 고택은 정선에서 가장 오래된 한옥으로, 강원특별자치도 유형문화유산으로 지정되었다. 600년이 넘은 돌담 옆 뽕나무는 천연기념물이다. 사랑채와 안채로 구성되어 있는데, 안채에는 주인이 기거한다. 객실마다 온돌과 욕실을 갖춰 편의성을 높였고, 여행과 동행한 일행에 좀 더 집중할 수 있도록 TV를 놓지 않았다. 정선 읍내에 위치하여 정선아리랑시장까지 도보 이동이 가능하다."
강과 소나무,정선군,"강원도 정선군에 위치한 강과 소나무는 아무런 준비 없이 나를 찾아 떠나는 여행객에게 아침 브런치와 바비큐풀코스 저녁식사를 제공하며 편안히 쉴 수 있는 공간을 제공한다. 또한 숙박하는 동안 1층 카페를 자유롭게 이용할 수 있고, 여름철에는 펜션 앞에 흐르는 깨끗한 계곡에서 물놀이를 즐길 수 있다."
모래불 펜션(모래불 스테이),정선군,"모래불 펜션은 정선아리랑의 발상지이며 강원 정선 레일바이크 동선에 위치해 있다. 모래불은 한계곡을따라 흘러가는시냇물이 굽이돌며 만들어내는 모래사장이라는 뜻을 담고 있고, 주변의 대표적인 관광지인 정선레일바이크와 정선5일장을 기본으로 곳곳에 한적하고 쉴만한 곳이 많은 강원 대표적인 청정지역이다. 모래불펜션은 친환경적인 독립형 목조공법으로 지어져 방문객들에게 더 안락한 휴식처를 제공한다."
백두대간 약초나라,정선군,"백두대간약초나라는 해발 600m 고지대에 자리한 농촌체험휴양마을이다. 예전부터 주민들이 생업으로 약초를 캐서 먹고 살던 마을이다. 현재는 영농조합법인에서 백두대간약초나라를 운영 중이다. 크게 150여종의 생약초를 재배하는 약초밭과 재배한 약초를 가공 하는 약초가공공장, 가공 약초를 판매하는 전시판매장 그리고 숙박이 가능한 펜션 등으로 이뤄져 있다. 펜션은 약초전시판매장에서 구름다리를 건너 이동하는데, 가는 길이 호젓해 숲을 연상케 한다. 모노레일 또한 가족단위 방문객이 즐겨 찾는 이유다. 마을에서 풍경마차로 2km 가량 이동하면 약초밭이 있는 원시림이 나온다. 그곳에서 모노레일을 타고 이동하며 돌아보는 방식이다. 인솔하는 마을 주민이 중간 중간 약초와 산나물에 대한 설명을 곁들인다. 모노레일 반환점에서는 잠시 모노레일에서 내려 숲길을 걷고 ‘할아버지소나무’라는 불리는 고송을 만난다. 그밖에도 엿만들기체험, 전통활쏘기체험, 자전거하이킹 등도 체험이 가능하다. 2021년에는 새로운 프로그램으로 단장해 개장할 예정이라, 사전 문의 후 방문하는 게 좋다."
마을호텔18번가,정선군,"고한18번가마을호텔은 아주 특별한 숙소다. 우선 이름 그대로 고한읍 고한리에 들어선 우리나라 최초의 마을 호텔이다. 호텔 주인은 마을주민이다. 11개의 마을 상가가 참여한 18번가 협동조합에서 운영한다. 18번은 ‘가장 좋아하고 잘한다’는 의미다. 운영방식은 기존의 호텔과 닮은 듯 다르다. 기존 호텔이 고층 건물 안에 객실과 레스토랑, 편의시설 등이 층별로 자리한다면, 고한18번가마을호텔은 이를 마을 골목에 배치했다. 마을 골목이 호텔의 로비인 셈이다. 골목은 지역 예술가들이 벽화를 그리고 주민들이 led야생화를 만들어 배치해 마치 동화 속 같다. 호텔 레스토랑은 골목길의 연탄구이전문점과 중국음식전문점 등이고, 마을 이발관과 사진관 등은 편의시설이다. 마을회관은 컨벤션 룸 역할을 한다. 모두 이전부터 마을에서 영업하던 마을 가게들이다. 숙박객은 엘리베이터 대신 마을 산책을 즐기며 공간과 공간 사이를 오간다. 편의 시설에서 쓸 수 있는 10% 할인 쿠폰도 제공한다. 객실은 마을의 빈 가게를 개조해 꾸몄다. 내부는 호텔과 게스트하우스의 절충형이다. 더블침대와 싱글침대를 갖춘 꽃방(3인실), 싱글침대 2개를 갖춘 빛방(2인실), 온돌방인 별방으로 이뤄져 있다. 조식으로. 시리얼과 토스트를 제공한다."
그랜드 인투라온호텔 정선,정선군,"총 467개 객실규모의 특급호텔로 스위트룸, 디럭스룸, 슈페리어룸 등을 모두 갖춘 휴식공간이다.
전 객실의 조망이 숲을 바라보고 있어 자연의 싱그러움이 가득하다. 연회, 회의, 세미나, 행사 등이 가능한 연회장, 컨벤션센타 세미나룸, 이벤트홀이 갖춰져 있으며, 하이원 스키장 및 쏘카, 정선 레일바이크등 마케팅협업이 잘 되어있어 고객중심의 관광특화가 잘 되어있는 호텔이다."
프로방스 펜션,정선군,반려견 동반이 가능한 정선프로방스펜션이다. 여럿이 즐겨도 연인끼리 즐겨도 좋은 깨끗하고 정갈한 객실을 준비했다. 편안하고 여유로운 여행이 되실 수 있도록 최선을 다하는 정선 프로방스 펜션이 되겠다. 정선 프로방스 펜션과 함께 즐거운 여행되세요.
메이플펜션,정선군,"정선 펜션 메이플을 찾아주셔서 감사하다. 저희 펜션을 찾아주신 모든 고객 여러분께 감사드리며 항상 행복이 가득하시길 바란다. 저희 정선 펜션 메이플은 반려견 동반이 가능하며, 최고의 시설과 편안한 서비스로 찾아주시는 여러분에게 안락한 휴식을 보내실 수 있도록 최선의 노력을 다할 것을 약속 드린다."
하이하늘펜션,정선군,"자연과 어우러져 있는 곳에서 밤에는 수없이 많은 별을 볼 수 있고, 아침에는 자연의 소리를 들으며 일어날 수 있는 힐링 공간, 하이하늘펜션이다. 독채형 펜션으로 구성되어 있어 반려견 동반이 가능하며, 가족 단위 여행객들에게도 안성맞춤이다. 건물에서 건물로의 동선이 구분되어 있어 마주치지 않고 독립적인 공간으로 이용할 수 있는 곳이다."
락있수다펜션,정선군,"Welcom to 락있수다테마펜션, 유명 건축가 문훈씨가 건축한 ((노출콘크리트))이색테마펜션!! 뉴욕타임지에도 한국의 기발한 건물로 소개된 펜션!! 매번 똑같은 펜션이 식상하신다면 독특하고 이색적인 락있수다테마펜션이 훌륭한 선택이다. 락있수다테마펜션은 즐거운 오늘을 꿈꾼다. 락있수다를 찾는 모든 사람들이 즐겁고 행복하길 바란다. 일상에서 벗어나 홀가분하게 피어오르는 날개짓에 락있수다는 안락한 공간을 제공하고자 한다. 락있수다는 반려견 동반이 가능하다. 훈훈하고 여유로운 내일을 위한 쉼을 약속한다. 환하게 웃고, 즐겁게 움직이고, 마음껏 뛰시길 바란다. '일탈'이 아닌 '동화'로 초대한다."
또바기콘도펜션,정선군,"또바기콘도에 오신 것을 환영한다. 저희 콘도를 찾아주신 모든 고객 여러분께 감사드리며 항상 행복이 가득하시길 바란다. 저의 또바기콘도는 반려견 동반이 가능하며, 깔끔한 내부시설, 고급스러움과 쾌적함을 갖춘 준호텔급 콘도형 펜션이다. 최고의 시설과 편안한 서비스로 찾아주시는 여러분에게 안락한 휴식을 보내실 수 있도록 최선의 노력을 다할 것을 약속 드린다."
가리왕산이야기 펜션,정선군,가리왕산 자연휴양림 입구에 자리한 가리왕산이야기 펜션은 가리왕산을 병풍처럼 두르고 2만여 평방미터의 대지에 조성되어 있다. 유럽식 고급 목조 주택으로 지어진 펜션동과 50여 년 이곳을 지켜온 고즈넉한 초가집을 개조해 만든 다실과 사장님께서 손수 황토로 지은 다실이 운영 중이다. 펜션동 본체는 총 네 개의 객실로 이루어져 있으며 깔끔한 인테리어와 사장님의 감성이 고스란히 담긴 예술 작품들로 꾸며져 가족과 연인들을 위한 공간으로 손색이 없다. 단체 이용객들을 위한 펜션동 별체는 복층으로 이루어져 있고 10여 명이 둘러앉고도 남을 널찍한 거실과 감각적인 인테리어의 주방이 눈에 띈다. 1층 침실과 2층 침실로 구성되어 있고 노래방 시설을 비롯하여 대형 TV 등이 마련되어 있다. 부대시설로는 황토로 잘 지은 황토방과 푸른 잔디밭에 멋지게 꾸며진 야외무대가 있다.
도원펜션,정선군,"가리왕산 하봉 500m 지점의 어도원 계곡에 위치해 있으며 산림이 병풍처럼 둘러진 어도원 계곡의 독채형 펜션이다. 독채형 객실에는 각 개인의 프라이버시를 위한 개인 전용공간으로 마당, 파고라, 바비큐장, 모닥불 등의 부대시설이 각각 분리되어 있다."
은하수와여울 펜션,정선군,"은하수와 여울 펜션은 정선군 지정 관광펜션이다. 펜션 앞으로 조양강이 시원하게 흐른다. 아우라지에서 구절리까지 레일바이크가 연계되어 레일바이크를 즐길 수 있고, 펜션에서 출발하여 상정바위까지 등산코스가 있으며, 2시간 소요로 청정숲길을 거닐면서 심신을 단련시킬 수 있다. 도심에서 벗어나 자연과 함께 시간을 보내고 싶다면 은하수와 여울 펜션 방문하는 것을 추천한다."
하이랜드호텔,정선군,"강원도 정선 하이원리조트 입구에 위치한 하이랜드호텔은 고한 지역에서 가성비 좋은 숙소로, 겨울철 스키어들이 즐겨 찾는 숙소다. 객실은 온돌과 침실로 나뉘고, 공간이 넓은 덕분에 쾌적하게 머물 수 있다. 1층에 식당이 있어 편리하게 식사할 수 있다. 강원랜드나 하이원골프장이 가까이 있고, 차로 8~15분 거리에 우리나라 5대 적멸보궁 중 하나인 정암사, 폐광예술공간인 삼탄아트마인, 만항재가 있어 관광을 즐기기에 좋다."
해피스테이션 기차펜션,정선군,"기나긴 세월 정선 주민들과 희로애락을 함께 했던 정선 구절리역 레일 위에 레일바이크, 여치 카페에 이어 기차펜션 ‘해피스테이션’ 이란 새로운 이름으로 여행객을 맞이한다. 기관차 1량, 폐객차 4량을 개조하여 모두 9개의 객실로 되어 있고 관광객의 취향에 맞게 한실과 양실로 구성되어 있으며 월풀 욕조를 비롯하여 컴퓨터, LCD TV, 정수기 등 최신식 시설을 모두 갖추어 호텔 못지않은 시설을 자랑한다. 특히 기차 구조상 좁은 객실의 단점을 보완하여 송천강변 방향으로 테라스를 넓게 설치하여 가족 또는 연인과 함께 구절리의 아름다운 전경을 감상할 수 있다."
달빛마을,정선군,강원도의 멋진 정취와 낭만이 있는 곳 달빛마을 펜션은 동서울에서 3시간이면 갈 수 있으며 좋은 휴식과 놀이가 있는 곳이다.
물소리바람소리펜션,정선군,물소리바람소리펜션은 아리랑의 고장 강원도 정선에 위치한 청정 자연을 벗 삼아 쉬어 가실 수 있는 펜션(민박)이다. 객실 창으로 들여다 보이는 백석폭포와 주변 절경은 그 어느 관광지에 뒤지지 않을 만큼 빼어난 경치를 감상할 수 있으며 뒤안길로 내려가면 1급수를 자랑하는 숙암계곡을 끼고 있어 물놀이와 낚시를 편안히 즐길 수 있다. 텃밭에선 숯불구이와 티 테이블도 마련되어 있어 경치를 감상하며 식사를 하거나 커피 한잔의 여유를 느낄 수 있다.
한탄리버스파호텔,철원군,"철원(동송)에 위치한 한탄 리버 스파 호텔의 경우 고석정 국립관광지에서 아주 가까우며 걸어서 3분 거리에는 철의 삼각지 등이 있습니다. 이 골프 테마의 호텔에서 직탕폭포까지는 4.5km 떨어져 있으며, 8.9km 거리에는 삼부연 폭포도 있습니다.
가족 중 누군가 골프 코스에서 골프를 즐기는 동안 나머지 가족들은 온천 또는 실내 테니스 코트 등의 다른 레크리에이션 시설을 이용하실 수 있습니다. 이 지중해 양식 호텔에는 이 밖에도 무료 무선 인터넷, 웨딩 서비스 및 투어/티켓 안내도 마련되어 있습니다. 인근 테마 파크에서 하루를 보내실 때는 셔틀(요금 별도)을 이용하시면 편리합니다.
호텔의 레스토랑에서 맛있는 식사를 즐겨보세요. 커피숍/카페에서는 스낵이 제공됩니다. 아침 식사(현지식)를 매일 07:30 ~ 09:30에 유료로 이용하실 수 있습니다.
대표적인 편의 시설과 서비스로는 비즈니스 센터, 24시간 운영되는 프런트 데스크, 짐 보관 등이 있습니다. 시설 내에서 무료 셀프 주차 이용이 가능합니다.
에어컨이 설치된 128개의 객실에는 냉장고 및 평면 TV도 갖추어져 있어 편하게 머무실 수 있습니다. 객실에 딸린 전용 발코니 또는 파티오에서 전망을 감상하실 수 있습니다. 무료 유선 및 무선 인터넷이 지원되며 케이블 프로그램도 시청하실 수 있습니다. 샤워 시설을 갖춘 전용 욕실에는 레인폴 샤워기 및 무료 세면용품도 마련되어 있습니다"
그린모텔,철원군,"철원군 동송읍에 있는 그린모텔은 철원의 명소 고석정에 위치하고 있으며 먹거리, 숙박, 레저체험을 함께 즐길 수 있다. 고석정은 한탄강 중류 지점에 위치 화강암과 현무암으로 이루어진 명승고석지로서 1977년 국민관광지로 지정되었고 철의 삼각전적지 관리사무소가 있어 안보관광도 함께 할 수 있는 관광의 최적지이다. 쾌적한 객실과 모텔 1층에서 자연산 민물매운탕도 함께 즐길 수 있다."
하늘마루 펜션,철원군,"하늘마루 펜션은 솔 향 나는 캐나다산 목재로 지은 숨 쉬는 목조주택으로 철원의 유일한 국민관광지 고석정에 위치하여 고석정 관광이 용이하고 고석정 내 모든 시설을 활용할 수 있다. 특히 넓은 잔디밭과 놀이동산 이용, 한탄강 계곡 절경 관람, 고석정 유람선을 즐길 수 있다. 고석정에서 출발하는 안보관광(샘통 철새 도래지, 노동당사, 백마고지, 철마는 달리고 싶다 월정리 역, 북한에서 파 들어온 제2땅굴 등)이 가능하며, 한탄강 래프팅과, 번지점프, 서바이벌게임 등 다양한 레포츠를 즐길 수 있다. 친환경 우렁이 농법(제초제 무사용) 쌀을 구입할 수 있으며, 매년 도시민을 초청하여 우렁이 넣기 행사도 펼치고 있다. 각종 쌈 채소와 푸성귀를 시식할 수 있다."
고다리조트,철원군,"강원도 철원읍 갈마읍에 있는 펜션으로, 원목으로 지어 은은한 나무 향이 흐르는 객실에서 수영장이 보여 힐링의 장소로 아름다운 추억을 만들기 좋다. 가족이 함께 놀 수 있는 대형 수영장, 유아 풀이 있어 어린이들과 함께 놀 수 있다. 넓은 운동장, 단체 샤워실, 단체방, 노래방 등이 있어 기업 연수, 회사 야유회, 워크숍 등을 하기에도 좋다. 바비큐장이 있어 별도 비용을 내고 이용할 수 있다. 펜션 주변에 한탄강 뱃놀이, 고속정, 온천욕, 전적관, 래프팅, 서바이벌 바이크, 번지점프, 구름다리 등이 있어, 휴식과  레저 스포츠를 즐길 수 있는 장소이다. 
※ 반려동물 동반불가"
별비내리는마을펜션,철원군,"황토로 지은 토담집과 나무로 지은 목조주택, 반려견 동반 가능한 별비내리는 마을 펜션이다. 맛있는 식사를 하실 수 있는 데크와 바베큐장, 직접 따서 먹을 수 있는 텃밭, 노천카페, 아이들이 맘껏 놀 수 있는 터가 준비되어 여러분을 기다린다."
케렌시아펜션,철원군,"아름다운 한탄강 절경을 한 눈에 바라보며 즐기는 안락한 휴식, 한탄강과 고석정, 탁 트인 전망과 쾌적한 환경을 제공한다. 다양한 서비스와 고급스럽고 깔끔한 객실에서는 아름다운 한탄강 계곡이 한눈에 보인다. 캐나다산 원목으로 건축한 낭만적인 분위기의 케렌시아 펜션에서 반려견과 함께 낭만적인 휴식을 취하실 수 있다. 케렌시아 펜션과 함께하는 영원한 추억으로 남을 수 있도록 더욱 더 노력하겠다."
바위샘펜션,철원군,"바위샘펜션은 부부바위, 아들바위, 거북바위 의미 있는 휴식을 통해 바위처럼 더욱 강건해짐을 기원하며 고객을 맞이하는 정성으로 고객의 자유를 만끽할 수 있는 자유공간을 제공한다."
마이그린 펜션,철원군,"마이그린 펜션은 두루미와 한탄강 레포츠의 고장 청정지역 철원에 위치하였으며 주변의 우거진 울창한 산록과 탁 트인 전경, 청결한 시설과 포근한 웃음이 늘 가득한 곳이다."
새바라기 펜션,철원군,"새바라기 펜션은 철원 번지점프장 바로 옆에 위치하고 있으며 펜션 바로 앞 풍경은 기암절벽으로 이루어진 한탄강이 펼쳐져 있다. 총 7개의 객실을 운영하고 있으며 예쁜 커플룸과 단체 손님을 위한 넓고 편안한 객실에는 몸만 와도 될 정도로 각종 집기류와 편의시설이 잘 갖추어져 있다. 또한 펜션에는 공동 샤워장과 화장실, 넓은 바비큐장, 넓은 주차장과 같은 편리한 부대시설도 있다."
